epoch,accuracy,loss,val_accuracy,val_loss
69,0.9787061810493469,0.051300596445798874,0.9806303381919861,0.04756980016827583
70,0.9785474538803101,0.051307421177625656,0.9796674251556396,0.05603139102458954
71,0.9785871505737305,0.052066028118133545,0.9728158116340637,0.06524815410375595
72,0.9786585569381714,0.05258820578455925,0.9755935072898865,0.0565454326570034
73,0.9791030287742615,0.05098192021250725,0.9808525443077087,0.04746570810675621
74,0.9790951013565063,0.05066758766770363,0.979778528213501,0.05020883306860924
75,0.9788331389427185,0.05114757642149925,0.9774823188781738,0.051926493644714355
76,0.9790871143341064,0.0503002405166626,0.9783341288566589,0.05226213485002518
77,0.9794521927833557,0.050031356513500214,0.9774453043937683,0.05506882444024086
78,0.9791982769966125,0.04984971135854721,0.9785563349723816,0.05044838413596153
79,0.9794284105300903,0.05016647279262543,0.9789267182350159,0.04732360690832138
80,0.9792934656143188,0.04990287870168686,0.9799266457557678,0.05040537938475609
81,0.9798648953437805,0.04863419011235237,0.9794822335243225,0.0496508926153183
82,0.9790474772453308,0.04988996684551239,0.9796304106712341,0.049514468759298325
83,0.9796426892280579,0.0485588014125824,0.9808155298233032,0.04704536870121956
84,0.9799284338951111,0.04881507158279419,0.9786304235458374,0.05469704791903496
85,0.9797617197036743,0.048992689698934555,0.9822969436645508,0.046038348227739334
86,0.9804680943489075,0.04770316928625107,0.9824451208114624,0.044715262949466705
87,0.9802855849266052,0.047945573925971985,0.9805562496185303,0.04722283408045769
88,0.9806506633758545,0.047587599605321884,0.9821117520332336,0.04573685675859451
89,0.9801427125930786,0.0479976050555706,0.9822599291801453,0.04609714820981026
90,0.9804522395133972,0.04743247479200363,0.9788156151771545,0.04766044393181801
91,0.9806347489356995,0.04803077131509781,0.9805192351341248,0.0443585179746151
92,0.9800077676773071,0.04784710705280304,0.9797415137290955,0.04824289306998253
93,0.980682373046875,0.046642567962408066,0.9766305088996887,0.05934389308094978
94,0.9804601669311523,0.04816453531384468,0.980445146560669,0.04613420367240906
95,0.9803649187088013,0.047465912997722626,0.9814081192016602,0.043488308787345886
96,0.9808728694915771,0.046958912163972855,0.9810007214546204,0.04629902169108391
97,0.9804443120956421,0.047007374465465546,0.9790378212928772,0.049221768975257874
98,0.9809522032737732,0.046629808843135834,0.9804081320762634,0.04683372378349304
99,0.9810950756072998,0.04597754776477814,0.9781119227409363,0.05157548561692238
100,0.9803728461265564,0.04680444300174713,0.9805562496185303,0.04577122628688812
101,0.9812379479408264,0.045954905450344086,0.9819636344909668,0.04550369083881378
102,0.9809363484382629,0.04609262943267822,0.9828524589538574,0.042185716331005096
103,0.981285572052002,0.04558633640408516,0.9815192222595215,0.044165365397930145
104,0.9807458519935608,0.04664887487888336,0.9786674380302429,0.05256692320108414
105,0.9814839959144592,0.04555681347846985,0.9774823188781738,0.05132164806127548
106,0.9807458519935608,0.0454569049179554,0.9798896312713623,0.046778302639722824
107,0.9812458753585815,0.04553171247243881,0.9785193204879761,0.051213525235652924
108,0.981634795665741,0.044322043657302856,0.9788896441459656,0.047496307641267776
109,0.9812617301940918,0.04630475863814354,0.9801489114761353,0.04695458710193634
110,0.9816188812255859,0.04474766552448273,0.9816303253173828,0.04262831434607506
111,0.981214165687561,0.045436564832925797,0.9832228422164917,0.041347213089466095
112,0.981380820274353,0.04563642293214798,0.9803711175918579,0.04348945617675781
113,0.9810236692428589,0.04518928378820419,0.9801859259605408,0.04855317994952202
114,0.9819125533103943,0.04412483423948288,0.9831117391586304,0.041191235184669495
115,0.9813887476921082,0.04437451437115669,0.9793341159820557,0.04953518509864807
116,0.9816188812255859,0.04463927820324898,0.9795933365821838,0.04682217165827751
117,0.9819046258926392,0.04414299130439758,0.9813340306282043,0.04334425926208496
118,0.9819046258926392,0.04358021914958954,0.981222927570343,0.046564579010009766
119,0.9816744327545166,0.043954018503427505,0.9743342995643616,0.12439294159412384
120,0.9817855954170227,0.04416380822658539,0.9831858277320862,0.04139896482229233
121,0.9821665287017822,0.04295303300023079,0.9807044267654419,0.04528028145432472
122,0.9817855954170227,0.043530188500881195,0.979111909866333,0.05603175610303879
123,0.9819522500038147,0.04366763308644295,0.9806674122810364,0.045817453414201736
124,0.9815633296966553,0.04293816164135933,0.9838524460792542,0.04158470407128334
125,0.981896698474884,0.04375215619802475,0.9846302270889282,0.039784986525774
126,0.9821744561195374,0.04235321655869484,0.9818525314331055,0.04172465577721596
127,0.9822855591773987,0.04225754737854004,0.9819266200065613,0.04522591829299927
128,0.9823728799819946,0.04242633655667305,0.9810377359390259,0.04753286391496658
129,0.9823808073997498,0.043611228466033936,0.9823710322380066,0.04211287572979927
130,0.9822855591773987,0.04269808158278465,0.9821488261222839,0.04441600292921066
131,0.9819998741149902,0.043077439069747925,0.9828895330429077,0.04236047342419624
132,0.9826824069023132,0.041555728763341904,0.9827413558959961,0.04402126371860504
133,0.9827855825424194,0.042331013828516006,0.9833709597587585,0.042110566049814224
134,0.9824205040931702,0.0421624593436718,0.9800377488136292,0.047322552651166916
135,0.9827221035957336,0.04147842526435852,0.9846302270889282,0.03860270231962204
136,0.9824681282043457,0.042868807911872864,0.9811488389968872,0.04650670662522316
137,0.9826903343200684,0.0416112020611763,0.9839635491371155,0.03939776495099068
138,0.9825236797332764,0.04278697445988655,0.9818525314331055,0.043186116963624954
139,0.982412576675415,0.04164716601371765,0.9810377359390259,0.049034398049116135
140,0.982833206653595,0.0410257913172245,0.9846672415733337,0.0398101769387722
141,0.9827776551246643,0.04136548563838005,0.9825191497802734,0.04169020056724548
142,0.9830316305160522,0.040707219392061234,0.9817784428596497,0.04139672964811325
143,0.9830792546272278,0.04024205729365349,0.9810747504234314,0.04403490945696831
144,0.9829205274581909,0.04124056175351143,0.9802970290184021,0.04680417478084564
145,0.9826110005378723,0.04137520119547844,0.9827784299850464,0.04233423247933388
146,0.9833014607429504,0.039934199303388596,0.9796674251556396,0.051779136061668396
147,0.9833252429962158,0.04083586856722832,0.9841487407684326,0.0401330441236496
148,0.9832062125205994,0.040312740951776505,0.9844450354576111,0.039127085357904434
149,0.9828966856002808,0.0402737595140934,0.9842228293418884,0.03985900059342384
